step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
33,A2C,A2C_Q,SingleObjective_PolicyBased,1,1,5,1,"Action 1 was executed and matches the highest-logit action (action 1). TD-trained Q-value vs next-best action 5: -4.8157. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.067998063,-18.09656306,39.42782974243164,44.24356460571289,-4.815734863,0.06242,0.180078,0.041924,0.051327,0.131428,0.145699,0.032887,0.098724,0.044753,0.098348,0.067233,0.045178,0.180078,1,2.344049,22,188.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.578125,92.36132813,0.036283764988183975,0.204711914,0.081978932,140,276.71429443359375,0,1026.142822265625,36,7
34,A2C,A2C_Q,SingleObjective_PolicyBased,2,1,1,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 1): -46.8424. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.11973426,-20.06683912,-39.59754427,-7.843868732,38.998497009277344,-46.84236526,0.06242,0.180078,0.041924,0.051327,0.131428,0.145699,0.032887,0.098724,0.044753,0.098348,0.067233,0.045178,0.180078,1,2.344049,20,186.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.578125,95.16015625,0.009368352,0.017730713,0.081978932,140,276.5714416503906,0,1026.142822265625,35,7
35,A2C,A2C_Q,SingleObjective_PolicyBased,8,1,1,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 1): +19.0939. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-0.267998808,-18.09462449,57.30231857299805,38.20842742919922,19.093891143798828,0.06242,0.180078,0.041924,0.051327,0.131428,0.145699,0.032887,0.098724,0.044753,0.098348,0.067233,0.045178,0.180078,1,2.344049,20,186.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.578125,97.95898438,0.008977072,0.016021729,0.081978932,140,276.5714416503906,0,1026.142822265625,35,7
36,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +15.2840. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.113775178,-18.09309861,60.158565521240234,44.87457275390625,15.283992767333984,0.062779,0.135688,0.033137,0.050188,0.151637,0.172758,0.024402,0.108403,0.042123,0.101416,0.073149,0.044319,0.172758,5,2.323622,16,178.375,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.578125,100.7578125,0.043343682,0.205444336,0.081978932,140,276.5714416503906,0,1026,36,7
37,A2C,A2C_Q,SingleObjective_PolicyBased,6,5,5,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 5): -84.5579. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-1.867236788,-18.09407967,-39.62378311,44.93411636352539,-84.55789948,0.062779,0.135688,0.033137,0.050188,0.151637,0.172758,0.024402,0.108403,0.042123,0.101416,0.073149,0.044319,0.172758,5,2.323622,20,186.5,22,106.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,103.5566406,0.016656058,0.060333252,0.081978932,140,276.4285583496094,0,1026,36,7
38,A2C,A2C_Q,SingleObjective_PolicyBased,1,5,5,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 5): -4.8511. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.069508384,-18.0942253,39.468727111816406,44.319847106933594,-4.851119995,0.062779,0.135688,0.033137,0.050188,0.151637,0.172758,0.024402,0.108403,0.042123,0.101416,0.073149,0.044319,0.172758,5,2.323622,22,188.5,18,102.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,106.3554688,0.7809241414070129,5.41015625,0.081978932,140,276.4285583496094,0,1025.857177734375,35,7
39,A2C,A2C_Q,SingleObjective_PolicyBased,10,5,5,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 5): -30.4889. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.23113915,-18.08825635,14.138086318969727,44.62698745727539,-30.48890114,0.062779,0.135688,0.033137,0.050188,0.151637,0.172758,0.024402,0.108403,0.042123,0.101416,0.073149,0.044319,0.172758,5,2.323622,22,188.5,16,100.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7994537353515625,4.578125,109.1542969,0.009348189,0.015991211,0.081978932,140,276.28570556640625,0,1025.857177734375,36,7
40,A2C,A2C_Q,SingleObjective_PolicyBased,7,5,5,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 5): -90.5541. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-1.87508938,-18.08809013,-45.86739349,44.68671417236328,-90.55410767,0.062779,0.135688,0.033137,0.050188,0.151637,0.172758,0.024402,0.108403,0.042123,0.101416,0.073149,0.044319,0.172758,5,2.323622,24,190.5,16,100.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,111.953125,0.036430902779102325,0.204833984,0.081978932,140,276.1428527832031,0,1025.857177734375,37,7
41,A2C,A2C_Q,SingleObjective_PolicyBased,11,5,5,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 5): -27.1769. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-0.231807691,-18.08562901,18.48132324,45.65825653076172,-27.17693329,0.061199,0.123353,0.030266,0.047745,0.180273,0.211472,0.016638,0.109059,0.03919,0.081017,0.058421,0.041366,0.211472,5,2.255669,26,192.5,12,92.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,114.7519531,0.7880684733390808,5.40625,0.081978932,140,276,0,1025.857177734375,36,7
42,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,4,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 4: +78.9784. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-1.867135555,-18.08660971,46.98392105102539,-31.99451065,78.97843170166016,0.061199,0.123353,0.030266,0.047745,0.180273,0.211472,0.016638,0.109059,0.03919,0.081017,0.058421,0.041366,0.211472,5,2.255669,30,200.625,12,92.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,117.5507813,0.036709376,0.200195313,0.081978932,139,275.8571472167969,0,1025.857177734375,36,7
43,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): -61.7596. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.227236725,-1.867033427,-18.08759046,-16.16777611,45.59184646606445,-61.75962067,0.061199,0.123353,0.030266,0.047745,0.180273,0.211472,0.016638,0.109059,0.03919,0.081017,0.058421,0.041366,0.211472,5,2.255669,28,198.625,12,92.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,120.3496094,0.7806172966957092,5.41015625,0.081978932,139,275.71429443359375,0,1025.857177734375,34,7
44,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,4,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 4: +77.0872. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.17523679,-21.89525717,-39.58857125,45.53702926635742,-31.55016327,77.08718872070312,0.061199,0.123353,0.030266,0.047745,0.180273,0.211472,0.016638,0.109059,0.03919,0.081017,0.058421,0.041366,0.211472,5,2.255669,26,196.625,12,92.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,123.1484375,0.7807568311691284,5.41015625,0.081978932,139,275.5714416503906,0,1025.857177734375,33,7
45,A2C,A2C_Q,SingleObjective_PolicyBased,11,5,5,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 5): -28.1816. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.12038382,-21.89609867,-39.5895521,18.004613876342773,46.186241149902344,-28.18162727,0.061199,0.123353,0.030266,0.047745,0.180273,0.211472,0.016638,0.109059,0.03919,0.081017,0.058421,0.041366,0.211472,5,2.255669,26,196.625,14,94.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,125.9472656,0.8073654174804688,5.41015625,0.081978932,139,275.5714416503906,0,1025.857177734375,33,7
46,A2C,A2C_Q,SingleObjective_PolicyBased,4,4,5,1,"Action 4 was executed and matches the highest-logit action (action 4). TD-trained Q-value vs next-best action 5: -79.0358. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-1.867123232,-18.09053298,-32.62991333,46.405853271484375,-79.0357666,0.062705,0.134725,0.029639,0.038494,0.216265,0.16349,0.015712,0.124152,0.038764,0.082722,0.063698,0.029635,0.216265,4,2.236723,26,196.625,16,96.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,128.7460938,0.8078182935714722,5.41015625,0.081978932,139,275.5714416503906,0,1025.857177734375,34,7
47,A2C,A2C_Q,SingleObjective_PolicyBased,9,4,4,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 4) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 4): +92.9451. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.114048518,-18.08967562,60.80327224731445,-32.14185333,92.94512939453125,0.062705,0.134725,0.029639,0.038494,0.216265,0.16349,0.015712,0.124152,0.038764,0.082722,0.063698,0.029635,0.216265,4,2.236723,20,186.5,20,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,131.5449219,0.7806069254875183,5.41015625,0.081978932,139,275.5714416503906,0,1025.7142333984375,34,7
48,A2C,A2C_Q,SingleObjective_PolicyBased,10,4,4,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 4) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 4): +45.5347. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-1.868013765,-18.08896707,13.617176055908203,-31.91757011,45.53474426269531,0.062705,0.134725,0.029639,0.038494,0.216265,0.16349,0.015712,0.124152,0.038764,0.082722,0.063698,0.029635,0.216265,4,2.236723,22,188.5,20,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,134.34375,0.016639163717627525,0.05581665,0.081978932,139,275.4285583496094,0,1025.7142333984375,36,7
49,A2C,A2C_Q,SingleObjective_PolicyBased,4,4,5,1,"Action 4 was executed and matches the highest-logit action (action 4). TD-trained Q-value vs next-best action 5: -77.2055. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-2.473959419,-18.08994793,-33.75405121,43.45145797729492,-77.20550537,0.062724,0.134718,0.02964,0.038495,0.216229,0.163476,0.015719,0.124149,0.038772,0.082727,0.063704,0.029647,0.216229,4,2.236812,22,188.5,20,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,137.1425781,0.7815889716148376,5.41015625,0.081978932,139,275.28570556640625,0,1025.7142333984375,38,7
50,A2C,A2C_Q,SingleObjective_PolicyBased,4,4,5,1,"Action 4 was executed and matches the highest-logit action (action 4). TD-trained Q-value vs next-best action 5: -77.4264. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-21.87566492,-39.59092884,-33.17296219,44.253395080566406,-77.42636108,0.062706,0.134725,0.029639,0.038494,0.216264,0.16349,0.015712,0.124152,0.038764,0.082722,0.063698,0.029635,0.216264,4,2.236726,18,184.5,22,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,139.9414063,1.5520259141921997,5.40625,0.081978932,139,275.28570556640625,0,1025.5714111328125,37,7
51,A2C,A2C_Q,SingleObjective_PolicyBased,4,5,5,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 5): -78.3312. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-1.86821298,-18.09190979,-33.40347672,44.927764892578125,-78.33123779,0.069198,0.147052,0.03247,0.041802,0.162703,0.181317,0.017878,0.141137,0.042495,0.077229,0.053756,0.032963,0.181317,5,2.265667,20,186.5,22,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,142.7402344,0.7884859442710876,5.40625,0.081978932,139,275.28570556640625,0,1025.5714111328125,38,7
52,A2C,A2C_Q,SingleObjective_PolicyBased,7,5,5,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 5): -90.2967. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-1.875812819,-18.09013743,-45.39863205,44.898033142089844,-90.29666138,0.069198,0.147052,0.03247,0.041802,0.162703,0.181317,0.017878,0.141137,0.042495,0.077229,0.053756,0.032963,0.181317,5,2.265667,18,184.5,22,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,145.5390625,0.7814723253250122,5.40625,0.081978932,139,275.28570556640625,0,1025.4285888671875,40,7
53,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +15.5507. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-0.076156028,-18.09011576,60.07471848,44.52400207519531,15.550716400146484,0.069198,0.147052,0.03247,0.041802,0.162703,0.181317,0.017878,0.141137,0.042495,0.077229,0.053756,0.032963,0.181317,5,2.265667,14,176.375,24,108.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,148.3378906,0.7888401746749878,5.40625,0.081978932,139,275.1428527832031,0,1025.4285888671875,40,7
